GeoID,Geography,Time,Value,CI,Note,Indicator
2,Brooklyn,2010,328.1,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
2,Brooklyn,2009,326.3,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
2,Brooklyn,2008,306.9,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
2,Brooklyn,2007,329.1,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
2,Brooklyn,2006,330.4,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
2,Brooklyn,2005,310.1,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2020,58.6,,"The start of COVID-19 in Spring 2020 reduced the overall volume of ED visits, including those for asthma, which may have contributed to decreases in asthma ED visit and hospitalization counts and rates in 2020.","Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2019,193,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2018,229.4,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2016,277.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2015,281.2,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2014,293.4,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2013,310.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2012,356.1,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2011,371.3,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2010,389.5,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2009,385.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2008,402.2,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2007,415.3,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2006,401.5,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
3,Manhattan,2005,375.6,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2020,43.8,,"The start of COVID-19 in Spring 2020 reduced the overall volume of ED visits, including those for asthma, which may have contributed to decreases in asthma ED visit and hospitalization counts and rates in 2020.","Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2019,141,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2018,164.5,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2016,188.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2015,196.7,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2014,195.1,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2013,212.7,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2012,241.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2011,275.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2010,302.2,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2009,324.3,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2008,286,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2007,287.3,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2006,301.7,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
4,Queens,2005,267.3,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2020,33.9,,"The start of COVID-19 in Spring 2020 reduced the overall volume of ED visits, including those for asthma, which may have contributed to decreases in asthma ED visit and hospitalization counts and rates in 2020.","Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2019,91.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2018,109.3,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2016,135.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2015,132.5,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2014,142.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2013,187.9,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2012,188.6,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2011,204.4,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2010,167.3,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2009,191.9,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2008,171.9,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2007,154.2,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2006,177.8,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
5,Staten Island,2005,192.9,,,"Asthma emergency department visits (age 4 and under): Asthma emergency department visits (age 4 and under) Estimated annual rate (per 10,000) by Borough"
